,Parameters,HO Group 1 Score,HO Group 2 Score,HO Group 3 Score,Mean CV Score,RankScore
237,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 20}",0.18359632807343854,0.23141537169256615,0.2121684867394696,0.2090600621684914,89
238,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 2}",0.19511609767804644,0.19643607127857443,0.20574822992919717,0.19910013296193937,122
239,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 3}",0.21743565128697426,0.22847543049139019,0.21456858274330973,0.2201598881738914,64
240,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 4}",0.22799544009119818,0.17117657646847062,0.1513860554422177,0.18351935733396219,168
241,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 5}",0.22031559368812623,0.21365572688546228,0.18468738749549982,0.20621956935636276,98
242,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 6}",0.21959560808783823,0.2002159956800864,0.20064802592103684,0.20681987656298717,96
243,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 7}",0.19475610487790243,0.16991660166796663,0.21294851794071762,0.19254040816219553,138
244,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.001, 'degree': 20}",0.2230155396892062,0.1871362572748545,0.17868714748589942,0.1962796481499867,129
245,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 2}",0.23603527929441412,0.24131517369652608,0.23790951638065522,0.2384199897905318,12
246,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 3}",0.23537529249415012,0.2356752864942701,0.23376935077403097,0.23493997658748375,35
247,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 4}",0.23441531169376612,0.2380752384952301,0.23160926437057483,0.23469993818652368,36
248,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 5}",0.23591528169436612,0.2392752144957101,0.23700948037921518,0.23739999218976382,19
249,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 6}",0.23783524329513409,0.23975520489590207,0.23652946117844714,0.23803996978982775,14
250,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 7}",0.2361552768944621,0.24083518329633408,0.23394935797431898,0.23697993938837172,23
251,"{'C': 1e-05, 'kernel': 'poly', 'gamma': 0.01, 'degree': 20}",0.23531529369412613,0.24155516889662207,0.23382935317412695,0.23689993858829173,24
252,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 2}",0.0993580128397432,0.09773804523909521,0.09924396975879035,0.09878000927920959,495
253,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 3}",0.10205795884082318,0.09851802963940721,0.10128405136205448,0.10062001328076163,489
254,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 4}",0.1000179996400072,0.13223735525289496,0.1264850594023761,0.11958013809842609,430
255,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 5}",0.09749805003899922,0.10553788924221516,0.0984639385575423,0.10049995927958556,490
256,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 6}",0.10271794564108717,0.10361792764144717,0.09924396975879035,0.10185994768044156,482
257,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 7}",0.09473810523789525,0.09881802363952721,0.0984639385575423,0.09734002247832159,497
258,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 20}",0.1009179816403672,0.1006179876402472,0.09816392655706228,0.09989996527922557,492
259,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 2}",0.14213715725685486,0.10895782084358313,0.10446417856714268,0.11851971888919356,434
260,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 3}",0.12185756284874302,0.10385792284154317,0.10908436337453498,0.11159994968827373,460
261,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 4}",0.10751784964300715,0.13097738045239096,0.1578063122524901,0.1321005141159627,374
262,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 5}",0.09749805003899922,0.09893802123957521,0.14502580103204127,0.11382062410353856,454
263,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 6}",0.15995680086398273,0.10121797564048719,0.13212528501140045,0.13110002050529013,382
264,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 7}",0.124917501649967,0.13817723645527089,0.10176407056282251,0.12161960288935346,420
265,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 20}",0.10133797324053519,0.1610967780644387,0.14604584183367333,0.13616019771288243,360
266,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 2}",0.1611567768644627,0.15389692206155878,0.1470658826353054,0.1540398605204423,293
267,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 3}",0.15227695446091077,0.14129717405651887,0.11910476419056762,0.13755963090266576,357
268,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 4}",0.1757964840703186,0.17837643247135057,0.16314652586103445,0.17243981413423456,213
269,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 5}",0.17885642287154258,0.18383632327353452,0.13782551302052082,0.16683941972186597,251
270,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 6}",0.13319733605327894,0.1853362932741345,0.16050642025681028,0.1596800165280746,275
271,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 7}",0.16937661246775065,0.11351772964540709,0.16044641785671426,0.14778025332329067,318
272,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 20}",0.14459710805783885,0.16775664486710265,0.18204728189127564,0.16480034493873905,257
273,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 2}",0.1635567288654227,0.11681766364672706,0.140825633025321,0.14040000851249024,344
274,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 3}",0.17861642767144656,0.20267594648107037,0.17868714748589942,0.1866598405461388,153
275,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 4}",0.11897762044759105,0.11903761924761505,0.12888515540621626,0.12230013170047412,415
276,"{'C': 0.0001, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 5}",0.18347633047339054,0.1874362512749745,0.1687267490699628,0.1798797769394426,184
