,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.057927608489990234,0.0025941277436252867,29.310859203338623,0.15949086413995817,manhattan,1,"{'metric': 'manhattan', 'n_neighbors': 1}",0.25487490250194994,0.2587748245035099,0.2554902196087844,0.25637998220474806,0.001711939643103681,30
1,0.05561931927998861,0.0009024219612000922,30.235981702804565,0.21759962447725928,manhattan,3,"{'metric': 'manhattan', 'n_neighbors': 3}",0.25433491330173397,0.2613547729045419,0.25567022680907237,0.2571199710051161,0.0030436738640723326,29
2,0.05599840482076009,0.0025632869525016003,30.3291388352712,0.24713690806423877,manhattan,5,"{'metric': 'manhattan', 'n_neighbors': 5}",0.2750944981100378,0.2795344093118138,0.2747509900396016,0.2764599658204844,0.002178478296831223,22
3,0.05429943402608236,0.0003220065908616174,30.627985954284668,0.22324348098395344,manhattan,7,"{'metric': 'manhattan', 'n_neighbors': 7}",0.2795944081118378,0.2876942461150777,0.28225129005160204,0.28317998142617257,0.003371319689338648,18
4,0.05341529846191406,0.0012688868984155831,31.347543875376385,0.35237355214733174,manhattan,10,"{'metric': 'manhattan', 'n_neighbors': 10}",0.2894342113157737,0.2986740265194696,0.29479179167166686,0.29430000983563676,0.003788133514040876,12
5,0.05555001894632975,0.0008116700698753988,32.410109202067055,1.0974358886625877,manhattan,25,"{'metric': 'manhattan', 'n_neighbors': 25}",0.30407391852162957,0.30653386932261356,0.29875195007800315,0.3031199126407487,0.0032477851117313633,8
6,0.054320176442464195,0.0005930259572182483,30.512370506922405,0.4950177156985388,manhattan,50,"{'metric': 'manhattan', 'n_neighbors': 50}",0.3035939281214376,0.3085738285234295,0.2995919836793472,0.3039199134414048,0.003674060789046875,7
7,0.05419071515401205,0.00028413402390108344,29.772275924682617,0.051961181680402785,manhattan,100,"{'metric': 'manhattan', 'n_neighbors': 100}",0.3005939881202376,0.30527389452210957,0.30067202688107525,0.30217996984114076,0.00218796708699789,9
8,0.05290595690409342,0.0009511314571540871,14.30685051282247,0.574608450495271,euclidean,1,"{'metric': 'euclidean', 'n_neighbors': 1}",0.2629747405051899,0.2616547669046619,0.2620904836193448,0.26223999700973216,0.0005491498077037252,25
9,0.053025007247924805,0.0006615740819862556,17.305238485336304,0.4433456110129792,euclidean,3,"{'metric': 'euclidean', 'n_neighbors': 3}",0.2573948521029579,0.26681466370672585,0.2596903876155046,0.2612999678083961,0.004010509025101571,27
10,0.05394752820332845,0.0005809799907499842,18.604939858118694,0.40371651935681213,euclidean,5,"{'metric': 'euclidean', 'n_neighbors': 5}",0.2807943841123178,0.28139437211255774,0.2770310812432497,0.2797399458227084,0.0019310544412302236,20
11,0.05417370796203613,0.0018812050013666734,19.65718698501587,0.5238195769182891,euclidean,7,"{'metric': 'euclidean', 'n_neighbors': 7}",0.2875742485150297,0.29003419931601365,0.28303132125285013,0.2868799230279645,0.002900763256268423,16
12,0.0543062686920166,0.001439175488685763,20.239161729812622,0.3722401324529148,euclidean,10,"{'metric': 'euclidean', 'n_neighbors': 10}",0.29555408891822166,0.30197396052078956,0.29749189967598705,0.2983399830383327,0.0026886330963868557,10
13,0.05344692866007487,0.0003602053864908125,22.652237335840862,0.340302678317998,euclidean,25,"{'metric': 'euclidean', 'n_neighbors': 25}",0.3122337553248935,0.31547369052618945,0.3049921996879875,0.3108998818463568,0.004381767253090578,3
14,0.05369734764099121,0.0012194843000314234,24.561049620310467,0.3811146092255271,euclidean,50,"{'metric': 'euclidean', 'n_neighbors': 50}",0.3112137757244855,0.3139737205255895,0.3083523340933637,0.3111799434478129,0.0022950460884713707,1
15,0.05255587895711263,0.0008905735820949166,26.427729686101276,0.4946222183585438,euclidean,100,"{'metric': 'euclidean', 'n_neighbors': 100}",0.30479390412191754,0.31043379132417354,0.3015720628825153,0.30559991944286885,0.003662403879660615,5
16,0.05262033144632975,0.0012230906621760241,2.387454112370809,0.1252266221894101,chebyshev,1,"{'metric': 'chebyshev', 'n_neighbors': 1}",0.24743505129897403,0.249535009299814,0.24774990999639987,0.24823999019839596,0.0009246944917518667,31
17,0.0509186585744222,0.0008939133048189928,3.1171840826670327,0.2273232020628288,chebyshev,3,"{'metric': 'chebyshev', 'n_neighbors': 3}",0.24419511609767805,0.251514969700606,0.2481699267970719,0.247960004198452,0.002992002096159338,32
18,0.05051287015279134,0.0010565356486842376,3.451978842417399,0.22331241510879712,chebyshev,5,"{'metric': 'chebyshev', 'n_neighbors': 5}",0.26687466250674985,0.2673546529069419,0.2609504380175207,0.2650599178104041,0.0029124406514304665,24
19,0.051917076110839844,0.0010633833377153262,3.766383250554403,0.20546798176676292,chebyshev,7,"{'metric': 'chebyshev', 'n_neighbors': 7}",0.27257454850902985,0.2783344333113338,0.2701308052322093,0.2736799290175243,0.0034391159684401063,23
20,0.051832119623819985,0.00015333290974633296,4.120868523915608,0.24241731919741608,chebyshev,10,"{'metric': 'chebyshev', 'n_neighbors': 10}",0.28025439491210175,0.2878742425151497,0.28033121324852994,0.28281995022526046,0.003574061944802511,19
21,0.05312538146972656,0.0009253752896132577,5.180869976679484,0.2644349450531674,chebyshev,25,"{'metric': 'chebyshev', 'n_neighbors': 25}",0.2939341213175736,0.28979420411591766,0.2841713668546742,0.2892998974293885,0.004000924726524794,15
