,Parameters,HO Group 1 Score,HO Group 2 Score,HO Group 3 Score,Mean CV Score,RankScore
111,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 20}",0.13409731805363892,0.10775784484310313,0.14886595463818553,0.13024037251164253,429
112,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 2}",0.19355612887742246,0.1631967360652787,0.12048481939277571,0.15907922811182565,340
113,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 3}",0.1355972880542389,0.17879642407151858,0.12744509780391217,0.1472796033098899,377
114,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 4}",0.2004559908801824,0.11987760244795104,0.12744509780391217,0.14925956371068186,366
115,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 5}",0.10445791084178316,0.1730365392692146,0.1015240609624385,0.1263395036911454,443
116,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 6}",0.16121677566448672,0.19661606767864642,0.1470058802352094,0.1682795745261142,307
117,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 7}",0.14915701685966282,0.17879642407151858,0.19044761790471618,0.1728003529452992,292
118,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 20}",0.1998560028799424,0.17339653206935862,0.18072722908916355,0.18465992134615483,244
119,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 2}",0.1604367912641747,0.18083638327233456,0.16152646105844234,0.16759987853165056,311
120,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 3}",0.10211795764084718,0.1630767384652307,0.14772590903636146,0.13764020171414645,409
121,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 4}",0.1501769964600708,0.10397792044159117,0.1063242529701188,0.12015972329059359,458
122,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 5}",0.12749745005099897,0.11633767324653507,0.17064682587303492,0.138160649723523,404
123,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 6}",0.14531709365812684,0.124917501649967,0.18360734429377176,0.1512806465339552,357
124,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 7}",0.1486770264594708,0.1860562788744225,0.12144485779431177,0.15205938770940172,353
125,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 20}",0.1487370252594948,0.17291654166916662,0.16194647785911437,0.1612000149292586,337
126,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 2}",0.10301793964120717,0.12353752924941501,0.22554902196087845,0.1507014969505002,358
127,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 3}",0.21869562608747825,0.19487610247795045,0.2157086283451338,0.2097601189701875,166
128,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 4}",0.18863622727545448,0.1744765104697906,0.1845673826953078,0.18256004014685098,251
129,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 5}",0.18185636287274254,0.10721785564288715,0.1277451098043922,0.13893977610667396,401
130,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 6}",0.15797684046319074,0.1768164636707266,0.19950798031921277,0.17810042815104335,265
131,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 7}",0.18455630887382252,0.20999580008399832,0.21912876515060603,0.20456029136947562,172
132,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 20}",0.17231655366892662,0.1617567648647027,0.1903876155046202,0.1748203113460832,278
133,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 2}",0.24359512809743805,0.23255534889302215,0.19158766350654027,0.2225793801656668,129
134,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 3}",0.22631547369052618,0.24353512929741405,0.21588863554542181,0.22857974617778734,111
135,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 4}",0.1645767084658307,0.26783464330713386,0.21012840513620545,0.21417991896972333,157
136,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 5}",0.2375952480950381,0.2249355012899742,0.265450618024721,0.24266045580324444,70
137,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 6}",0.2623147537049259,0.22241555168896623,0.25663026521060844,0.2471201902015002,50
138,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 7}",0.10739785204295914,0.18437631247375053,0.22938917556702268,0.1737211133612441,288
139,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.0001, 'degree': 20}",0.1994960100797984,0.13121737565248695,0.15882635305412215,0.16317991292880252,331
140,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 2}",0.24425511489770205,0.22823543529129417,0.1747269890795632,0.21573917975618648,153
141,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 3}",0.25187496250075,0.22001559968800624,0.16770670826833073,0.2131990901523623,159
142,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 4}",0.22115557688846224,0.1744765104697906,0.21348853954158167,0.20304020896661149,180
143,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 5}",0.21911561768764626,0.19631607367852644,0.2154686187447498,0.2103001033703075,164
144,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 6}",0.24221515569688606,0.15731685366292675,0.17898715948637944,0.19283972294873075,210
145,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 7}",0.2237355252894942,0.21863562728745425,0.20358814352574103,0.21531976536756317,154
146,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.001, 'degree': 20}",0.2095758084838303,0.21041579168416633,0.17784711388455537,0.1992795713508507,187
147,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 2}",0.21107577848443032,0.1991360172796544,0.20256810272410897,0.20425996616273123,174
148,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 3}",0.21479570408591828,0.22175556488870224,0.22746909876395055,0.22134012257952365,138
149,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 4}",0.2120357592848143,0.22247555048899023,0.2251890075603024,0.21990010577803565,140
150,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 5}",0.22697546049079018,0.20837583248335034,0.21822872914916597,0.21786000737443553,149
151,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 6}",0.22805543889122218,0.22571548569028618,0.22422896915876636,0.22599996458009156,118
152,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 7}",0.22901541969160616,0.22055558888822224,0.21516860674426977,0.2215798717746994,136
153,"{'C': 1e-07, 'kernel': 'poly', 'gamma': 0.01, 'degree': 20}",0.23171536569268614,0.21047579048419032,0.20706828273130926,0.21641981296939525,152
154,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 2}",0.10109797804043918,0.13103737925241496,0.10506420256810273,0.11239985328698561,475
155,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 3}",0.11681766364672706,0.14441711165776686,0.10116404656186248,0.12079960728878547,456
156,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 4}",0.10529789404211916,0.13949721005579888,0.09918396735869435,0.11465969048553747,471
157,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 5}",0.14573708525829485,0.09833803323933521,0.11670466818672746,0.12025992889478583,457
158,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 6}",0.14249715005699887,0.1519169616607668,0.1389655586223449,0.14445989011337018,387
159,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 7}",0.14525709485810284,0.11987760244795104,0.11652466098643946,0.12721978609749776,439
160,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-08, 'degree': 20}",0.12053758924821503,0.11813763724725505,0.14598583943357735,0.12822035530968248,433
161,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 2}",0.1894762104757905,0.15905681886362272,0.19962798511940477,0.18272033815293934,250
162,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 3}",0.14255714885702286,0.1888762224755505,0.17904716188647546,0.17016017773968292,300
163,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 4}",0.14555708885822283,0.16745665086698266,0.16278651146045842,0.15860008372855464,341
164,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 5}",0.18083638327233456,0.1993160136797264,0.1750270010800432,0.18505979934403471,242
165,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 6}",0.1994960100797984,0.18233635327293454,0.1845673826953078,0.18879991534934693,232
166,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 7}",0.14153716925661486,0.2121557568848623,0.16026641065642624,0.17131977893263448,298
167,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-07, 'degree': 20}",0.1635567288654227,0.17705645887082258,0.15924636985479418,0.16661985253034647,316
168,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 2}",0.1780164396712066,0.17705645887082258,0.17898715948637944,0.17802001934280287,266
169,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 3}",0.13133737325253494,0.16979660406791863,0.1532461298451938,0.15146003572188246,355
170,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 4}",0.15527689446211076,0.17723645527089457,0.17208688347533901,0.16820007773611478,309
171,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 5}",0.10943781124377512,0.1348173036539269,0.1393855754230169,0.1278802301069063,435
172,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 6}",0.10583788324233516,0.2006959860802784,0.13848553942157688,0.14833980291473015,371
173,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 7}",0.15731685366292675,0.16007679846403072,0.20880835233409337,0.1754006681536836,275
174,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-06, 'degree': 20}",0.19595608087838243,0.1647567048659027,0.2001080043201728,0.1869402633548193,238
175,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 2}",0.24167516649667006,0.24185516289674205,0.19590783631345254,0.2264793885689549,115
176,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 3}",0.16955660886782264,0.14627707445851082,0.23502940117604704,0.18362102816746018,247
177,"{'C': 1e-06, 'kernel': 'poly', 'gamma': 1e-05, 'degree': 4}",0.12833743325133498,0.23363532729345413,0.1300852034081363,0.16401932131764183,328
