,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
20,0.012793731689453126,0.0009665244999902676,0.10340757369995117,0.00374488712413552,chebyshev,1,"{'metric': 'chebyshev', 'n_neighbors': 1}",0.1272,0.1226,0.134,0.1164,0.128,0.1286,0.1208,0.1254,0.113,0.1302,0.12462000000000002,0.006123038461417665,37
21,0.01244049072265625,0.0002984515697652993,0.1114077091217041,0.0006021819549492678,chebyshev,3,"{'metric': 'chebyshev', 'n_neighbors': 3}",0.1388,0.129,0.1396,0.1252,0.1272,0.124,0.1256,0.132,0.128,0.1388,0.13082,0.005792719568561906,33
22,0.012479710578918456,0.00036134542481512405,0.11376872062683105,0.0006165830101299516,chebyshev,5,"{'metric': 'chebyshev', 'n_neighbors': 5}",0.1338,0.1314,0.145,0.1318,0.134,0.1278,0.134,0.1394,0.1324,0.1348,0.13444,0.004488919691863509,30
23,0.012384271621704102,0.0003006556446551127,0.11641032695770263,0.0005560360363826561,chebyshev,10,"{'metric': 'chebyshev', 'n_neighbors': 10}",0.1454,0.1488,0.1472,0.1384,0.1406,0.1442,0.1462,0.144,0.1336,0.1398,0.14281999999999997,0.004414929218005651,27
24,0.012469029426574707,0.0002864553825821883,0.12506422996520997,0.0008834853562448235,chebyshev,25,"{'metric': 'chebyshev', 'n_neighbors': 25}",0.1642,0.156,0.1488,0.1494,0.1556,0.1476,0.1494,0.1526,0.1426,0.1588,0.15250000000000002,0.005944577360923147,21
25,0.012541055679321289,0.0003719540431100332,0.1396864414215088,0.001365789229009336,chebyshev,50,"{'metric': 'chebyshev', 'n_neighbors': 50}",0.1648,0.1598,0.1592,0.1572,0.1624,0.1524,0.1592,0.154,0.1556,0.168,0.15926,0.0045782529418982535,20
26,0.012747836112976075,0.00036478616127167963,0.17720332145690917,0.00664870892169598,chebyshev,100,"{'metric': 'chebyshev', 'n_neighbors': 100}",0.1774,0.173,0.1722,0.17,0.1746,0.1746,0.1696,0.1714,0.1636,0.1674,0.17138,0.0037645185615162017,9
27,0.013021183013916016,0.00037864995618776796,0.8029295921325683,0.016582917887266242,chebyshev,1000,"{'metric': 'chebyshev', 'n_neighbors': 1000}",0.1844,0.1864,0.1788,0.181,0.1754,0.1784,0.1774,0.184,0.1738,0.1736,0.17932,0.004289708614812899,4
28,0.01525893211364746,0.0008863370110874225,4.163339066505432,0.012584321824793169,chebyshev,5000,"{'metric': 'chebyshev', 'n_neighbors': 5000}",0.1752,0.1792,0.1708,0.1732,0.171,0.1732,0.1774,0.1722,0.1696,0.1668,0.17285999999999999,0.0034929070986786897,6
29,0.01579732894897461,0.00043074901718403064,8.053368282318115,0.2125627949854725,chebyshev,10000,"{'metric': 'chebyshev', 'n_neighbors': 10000}",0.1702,0.171,0.1696,0.1666,0.1692,0.1706,0.1712,0.1678,0.164,0.166,0.16861999999999996,0.0023020860105565097,16
30,0.013256382942199708,0.0009194716908344224,0.10440397262573242,0.0013048809492424525,minkowski,1,"{'metric': 'minkowski', 'n_neighbors': 1}",0.132,0.123,0.1294,0.119,0.128,0.1314,0.1178,0.1268,0.1094,0.1294,0.12462,0.006889673432028545,38
31,0.012837100028991699,0.0004320535032947968,0.1141547441482544,0.0006887040065630411,minkowski,3,"{'metric': 'minkowski', 'n_neighbors': 3}",0.1414,0.125,0.1396,0.1264,0.131,0.1222,0.1284,0.1276,0.1254,0.1342,0.13011999999999999,0.006073680926752738,34
32,0.012674498558044433,0.00032136461502873067,0.11542456150054932,0.0006242617426067576,minkowski,5,"{'metric': 'minkowski', 'n_neighbors': 5}",0.136,0.1328,0.1438,0.1328,0.1308,0.1262,0.1332,0.1376,0.1306,0.1344,0.13382000000000002,0.004460896770829831,31
33,0.013005399703979492,0.0004872530606814584,0.12037708759307861,0.0014875049733162208,minkowski,10,"{'metric': 'minkowski', 'n_neighbors': 10}",0.1522,0.151,0.1484,0.135,0.1428,0.1436,0.1432,0.1462,0.133,0.1398,0.14351999999999998,0.006000133331851881,25
34,0.012916827201843261,0.0004720519459013194,0.13105909824371337,0.0020591754137788,minkowski,25,"{'metric': 'minkowski', 'n_neighbors': 25}",0.1622,0.1564,0.1482,0.1494,0.1548,0.1498,0.1472,0.1552,0.1436,0.1544,0.15211999999999998,0.0051646490684266275,22
35,0.012988448143005371,0.00042688123536557826,0.14542784690856933,0.0025426527990356656,minkowski,50,"{'metric': 'minkowski', 'n_neighbors': 50}",0.1646,0.1586,0.1622,0.1608,0.1652,0.1586,0.1584,0.1536,0.1556,0.1618,0.15994,0.0035168736116044947,18
36,0.012992119789123536,0.00044815738181551917,0.17719931602478028,0.004463274356973969,minkowski,100,"{'metric': 'minkowski', 'n_neighbors': 100}",0.183,0.1698,0.1742,0.1688,0.1744,0.1674,0.1692,0.1696,0.1668,0.1702,0.17134,0.004553723750953718,10
37,0.013150954246520996,0.00030325376445907424,0.8189754009246826,0.015293836551925956,minkowski,1000,"{'metric': 'minkowski', 'n_neighbors': 1000}",0.1832,0.1854,0.1808,0.1798,0.175,0.1822,0.1792,0.1826,0.173,0.1752,0.17964,0.0038479085228212023,2
38,0.015430259704589843,0.0008653993152192773,4.208552861213684,0.015301662998245221,minkowski,5000,"{'metric': 'minkowski', 'n_neighbors': 5000}",0.1738,0.178,0.1684,0.1764,0.1698,0.1728,0.1766,0.1714,0.1706,0.1684,0.17262,0.0033111327366929896,7
39,0.015942907333374022,0.00043179725771811224,8.064156413078308,0.025267066303413684,minkowski,10000,"{'metric': 'minkowski', 'n_neighbors': 10000}",0.168,0.1722,0.1706,0.1702,0.1688,0.1734,0.1694,0.1706,0.1664,0.1654,0.16949999999999998,0.0023362362894193737,13
