,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.05341092745463053,0.0031895688502003748,26.990807851155598,0.23594984823520346,manhattan,1,"{'metric': 'manhattan', 'n_neighbors': 1}",0.25601487970240594,0.2588348233035339,0.2543501740069603,0.2563999590043,0.0018509879127779267,25
1,0.053608338038126625,0.00048812524148100187,28.263142903645832,0.09143440348891108,manhattan,3,"{'metric': 'manhattan', 'n_neighbors': 3}",0.25433491330173397,0.2599748005039899,0.25441017640705627,0.25623996340426003,0.0026411073756910657,26
2,0.05286137262980143,0.0012847588644246872,28.398099263509113,0.13322517414875862,manhattan,5,"{'metric': 'manhattan', 'n_neighbors': 5}",0.2745545089098218,0.27881442371152576,0.2767910716428657,0.2767200014214044,0.0017398288731420362,19
3,0.05311973889668783,0.00010834060173205728,28.706464052200317,0.14672567232632136,manhattan,10,"{'metric': 'manhattan', 'n_neighbors': 10}",0.28859422811543767,0.2967540649187016,0.29299171966878673,0.29278000423430867,0.003334601598679349,12
4,0.052864392598470054,0.00026664090743803244,28.820600191752117,0.07326686408774653,manhattan,25,"{'metric': 'manhattan', 'n_neighbors': 25}",0.30431391372172556,0.30653386932261356,0.2984519380775231,0.30309990704062073,0.003409277766029788,9
5,0.054792324701944985,0.0008233221109453514,29.134901364644367,0.07257391922408665,manhattan,50,"{'metric': 'manhattan', 'n_neighbors': 50}",0.3035339293214136,0.30791384172316555,0.2986319452778111,0.3033599054407968,0.003791315834802786,8
6,0.05262072881062826,0.0008622205950744749,29.25308092435201,0.03333403443286278,manhattan,100,"{'metric': 'manhattan', 'n_neighbors': 100}",0.3023339533209336,0.30707385852282953,0.3012720508820353,0.3035599542419328,0.0025222412875473533,7
7,0.05298256874084473,0.0005422685094938949,14.016083796819052,0.4512025898929616,euclidean,1,"{'metric': 'euclidean', 'n_neighbors': 1}",0.2632147357052859,0.2625547489050219,0.2628705148205928,0.2628799998103002,0.00026952194456481384,21
8,0.0520319938659668,0.0008728824476054451,17.052371581395466,0.3846027360282153,euclidean,3,"{'metric': 'euclidean', 'n_neighbors': 3}",0.25823483530329394,0.2659746805063899,0.2608904356174247,0.26169998380903614,0.0032112123513171695,23
9,0.05178991953531901,0.0008612487922671672,18.33189098040263,0.45360266226345963,euclidean,5,"{'metric': 'euclidean', 'n_neighbors': 5}",0.2795944081118378,0.28343433131337376,0.27643105724228967,0.2798199322225004,0.00286351855497711,17
10,0.05196698506673177,0.0012990385638004594,20.11568800608317,0.4162994338082361,euclidean,10,"{'metric': 'euclidean', 'n_neighbors': 10}",0.29561408771824566,0.3001139977200456,0.29773190927637105,0.29781999823822075,0.0018381362399587642,10
11,0.05384397506713867,0.0008118454983084953,22.65233000119527,0.16590060856572122,euclidean,25,"{'metric': 'euclidean', 'n_neighbors': 25}",0.3118137637247255,0.3158936821263575,0.30511220448817955,0.3109398834464208,0.0044446833461444036,3
12,0.05204629898071289,0.0006145217794030055,24.049530029296875,0.34904203557677005,euclidean,50,"{'metric': 'euclidean', 'n_neighbors': 50}",0.3123537529249415,0.3149337013259735,0.3078123124924997,0.3116999222478049,0.0029438258151771373,1
13,0.05202484130859375,0.0001800201844128132,25.81049609184265,0.24150311284980153,euclidean,100,"{'metric': 'euclidean', 'n_neighbors': 100}",0.30419391612167757,0.3113937721245575,0.3012120484819393,0.30559991224272476,0.004273912563679212,5
14,0.05139740308125814,0.0010163290144936373,2.383523146311442,0.11630076766021144,chebyshev,1,"{'metric': 'chebyshev', 'n_neighbors': 1}",0.24737505249895003,0.250554988900222,0.24606984279371175,0.24799996139762792,0.001883616600748164,27
15,0.05103627840677897,0.00010990628154133346,3.1235105991363525,0.14356858089696153,chebyshev,3,"{'metric': 'chebyshev', 'n_neighbors': 3}",0.24389512209755804,0.249895002099958,0.24870994839793592,0.24750002419848396,0.0025945555094099484,28
16,0.05063525835673014,0.0007725659250936999,3.4518380165100098,0.1866596070274312,chebyshev,5,"{'metric': 'chebyshev', 'n_neighbors': 5}",0.2663346733065339,0.26789464210715785,0.2616104644185767,0.2652799266107561,0.0026717148362809693,20
17,0.050725301106770836,0.0008873969478352747,4.053648789723714,0.19178093580980782,chebyshev,10,"{'metric': 'chebyshev', 'n_neighbors': 10}",0.2817543649127017,0.28865422691546166,0.281291251650066,0.28389994782607647,0.0033670952583625406,16
18,0.05116399129231771,0.0009246543900667789,5.017187674840291,0.2834432815205772,chebyshev,25,"{'metric': 'chebyshev', 'n_neighbors': 25}",0.29357412851742964,0.28967420651586967,0.2833913356534261,0.2888798902289085,0.004194879529505718,15
19,0.05074334144592285,0.000761463281954176,5.889149030049642,0.27734847338994506,chebyshev,50,"{'metric': 'chebyshev', 'n_neighbors': 50}",0.29207415851682966,0.2953740925181496,0.28717148685947436,0.29153991263148454,0.003369940543238013,13
20,0.05154538154602051,0.0008789962637537781,7.164249817530314,0.2635345209490883,chebyshev,100,"{'metric': 'chebyshev', 'n_neighbors': 100}",0.2903341933161337,0.2939941201175976,0.28963158526341054,0.29131996623238066,0.0019125443385368014,14
21,0.05143944422403971,0.0012590369704368247,13.881734371185303,0.510794768066583,minkowski,1,"{'metric': 'minkowski', 'n_neighbors': 1}",0.2632147357052859,0.2625547489050219,0.2628705148205928,0.2628799998103002,0.00026952194456481384,21
