,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.44359626802374896,0.4479804161566707,0.30404217926186294,0.2942028985507246,0.36009174311926606,0.29916897506925205,0.34420985284708894,0.4825174825174825,0.4242828552368246,0.3923639317627945,0.3787,0.3792456602545716,0.3792456602545716
recall,0.523,0.366,0.173,0.203,0.157,0.432,0.538,0.276,0.636,0.483,0.3787,0.37870000000000004,0.3787
f1-score,0.4800367140890317,0.40286186020913595,0.22052262587635438,0.24023668639053256,0.21866295264623956,0.35351882160392795,0.4198205228248147,0.35114503816793896,0.5090036014405762,0.4329896907216495,0.3787,0.3628798513970201,0.3628798513970201
support,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.3787,10000.0,10000.0
